Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
36,No,Non-Travel,997,Human Resources,2,3,Life Sciences,1,141,4,Male,73,3,2,Human Resources,3,Divorced,14824,6577,4,Y,No,13,3,2,80,0,21,3,2,4,2,1,1
53,No,Travel_Rarely,797,Sales,26,4,Marketing,1,142,1,Male,67,2,1,Sales Representative,3,Single,13190,23400,5,Y,No,16,3,4,80,2,10,4,3,1,1,0,0
27,No,Travel_Rarely,660,Research & Development,15,3,Medical,1,143,4,Male,31,1,4,Research Scientist,3,Married,13972,3462,5,Y,No,25,3,4,80,0,27,2,3,23,18,1,7
50,No,Non-Travel,1032,Research & Development,5,2,Medical,1,144,4,Male,41,4,1,Research Scientist,1,Married,11154,4360,2,Y,No,15,3,3,80,1,20,4,3,6,1,0,0
22,Yes,Travel_Rarely,1331,Sales,28,3,Marketing,1,145,2,Female,52,3,2,Sales Representative,3,Divorced,5461,19129,5,Y,Yes,14,4,2,80,1,25,2,2,6,2,1,6
52,No,Travel_Frequently,1400,Sales,12,3,Medical,1,146,3,Male,38,3,2,Sales Representative,3,Single,7772,4204,7,Y,No,20,4,4,80,0,4,2,3,1,0,0,1
51,Yes,Non-Travel,696,Research & Development,13,3,Life Sciences,1,147,3,Male,37,3,2,Research Director,3,Married,13440,16869,5,Y,No,19,3,4,80,0,6,2,3,6,5,1,4
50,Yes,Travel_Rarely,1222,Research & Development,17,3,Life Sciences,1,148,2,Male,79,3,1,Research Scientist,4,Divorced,12479,5192,4,Y,No,21,3,3,80,0,38,1,3,24,18,1,3
38,No,Travel_Rarely,1304,Sales,4,2,Life Sciences,1,149,4,Male,91,2,2,Sales Executive,1,Married,16360,4849,2,Y,No,24,3,3,80,0,21,3,3,5,4,4,3
34,No,Travel_Rarely,968,Sales,10,3,Life Sciences,1,150,2,Male,52,3,1,Manager,3,Married,2027,9642,0,Y,No,18,3,3,80,0,40,4,3,32,4,4,17
39,No,Travel_Rarely,1273,Human Resources,1,2,Medical,1,151,2,Female,88,3,1,Human Resources,3,Single,11428,22526,4,Y,Yes,22,3,3,80,0,40,2,3,31,5,0,7
54,No,Travel_Rarely,485,Sales,11,3,Technical Degree,1,152,1,Female,39,3,2,Manager,3,Single,8857,15653,5,Y,No,17,3,3,80,0,19,1,2,1,1,1,0
32,No,Travel_Rarely,1197,Sales,16,3,Other,1,153,3,Female,41,4,3,Sales Representative,4,Married,19999,19655,5,Y,No,21,3,3,80,0,18,2,3,1,0,0,1
52,No,Non-Travel,318,Research & Development,11,4,Medical,1,154,3,Male,91,2,2,Research Director,1,Divorced,10685,17475,5,Y,No,25,3,3,80,1,25,3,3,24,18,6,17
45,Yes,Travel_Rarely,934,Human Resources,9,4,Life Sciences,1,155,2,Female,59,3,2,Manager,4,Single,7847,9843,2,Y,No,11,3,4,80,0,11,2,2,6,4,4,3
24,No,Travel_Rarely,907,Sales,2,4,Life Sciences,1,156,3,Female,97,3,2,Sales Executive,1,Married,9771,21034,3,Y,Yes,19,3,4,80,2,12,3,2,0,0,0,0
49,Yes,Travel_Rarely,1158,Research & Development,7,3,Marketing,1,157,1,Female,76,3,2,Research Scientist,3,Married,14891,13970,2,Y,Yes,19,3,4,80,0,19,3,3,3,0,0,2
28,No,Non-Travel,882,Research & Development,19,4,Medical,1,158,4,Male,70,3,4,Healthcare Representative,4,Single,19999,17103,1,Y,No,16,4,4,80,1,15,2,2,10,5,5,8
27,No,Travel_Rarely,317,Sales,18,3,Medical,1,159,3,Male,36,3,1,Sales Representative,1,Married,2807,25272,7,Y,No,17,3,4,80,2,23,6,2,19,10,1,14
26,No,Travel_Rarely,202,Research & Development,29,2,Marketing,1,160,2,Male,81,3,3,Laboratory Technician,4,Married,6262,13221,6,Y,No,23,3,2,80,0,6,2,3,0,0,0,0
31,Yes,Travel_Rarely,571,Research & Development,20,1,Marketing,1,161,1,Male,74,3,4,Research Scientist,1,Divorced,19999,11909,7,Y,No,13,3,4,80,1,0,6,4,0,0,0,0
30,No,Travel_Rarely,281,Research & Development,7,2,Technical Degree,1,162,1,Male,67,3,3,Manufacturing Director,4,Married,19999,9690,5,Y,No,15,3,1,80,0,40,1,3,29,1,1,12
42,Yes,Travel_Rarely,740,Research & Development,23,3,Life Sciences,1,163,4,Male,65,1,1,Manufacturing Director,3,Married,1011,20562,6,Y,Yes,17,4,2,80,2,35,1,4,17,16,13,15
19,No,Non-Travel,1458,Research & Development,9,3,Marketing,1,164,3,Male,87,3,2,Research Director,3,Single,2762,20949,0,Y,No,11,3,3,80,1,10,4,3,10,1,1,9
52,No,Travel_Rarely,478,Sales,12,4,Technical Degree,1,165,3,Female,75,3,3,Sales Representative,4,Divorced,7930,23256,9,Y,No,22,4,3,80,0,30,3,3,18,9,0,17
24,No,Travel_Rarely,782,Research & Development,29,2,Life Sciences,1,166,1,Male,96,3,1,Research Scientist,3,Single,9048,20863,4,Y,No,11,3,3,80,1,17,4,3,7,5,0,0
38,No,Non-Travel,918,Research & Development,3,2,Medical,1,167,3,Male,94,2,3,Research Scientist,2,Married,9014,10251,3,Y,Yes,15,3,4,80,1,23,2,2,17,15,12,16
35,No,Travel_Rarely,1260,Sales,23,5,Life Sciences,1,168,4,Female,47,4,3,Sales Executive,4,Single,13449,11580,9,Y,No,19,3,2,80,0,25,5,2,6,6,4,6
20,No,Travel_Frequently,1280,Sales,22,1,Human Resources,1,169,2,Female,31,2,3,Manager,1,Divorced,19999,14354,2,Y,No,17,3,4,80,1,5,1,3,3,0,0,0
59,No,Travel_Rarely,381,Research & Development,26,3,Life Sciences,1,170,3,Female,33,3,1,Healthcare Representative,3,Married,2295,3012,1,Y,Yes,11,3,3,80,1,16,0,3,16,11,9,9
56,No,Travel_Rarely,1324,Research & Development,16,3,Medical,1,171,4,Female,71,2,3,Manufacturing Director,4,Married,10033,17196,8,Y,No,23,3,4,80,0,14,2,3,7,3,1,1
58,No,Travel_Rarely,950,Sales,7,3,Life Sciences,1,172,3,Male,78,3,3,Sales Executive,3,Single,9541,6841,7,Y,No,23,3,3,80,2,40,4,3,37,18,3,17
28,No,Travel_Rarely,854,Research & Development,23,1,Marketing,1,173,1,Female,78,3,3,Research Scientist,1,Married,19999,11889,9,Y,Yes,25,3,3,80,0,17,3,2,5,5,3,3
56,No,Non-Travel,1223,Sales,26,1,Life Sciences,1,174,2,Male,36,3,1,Sales Representative,1,Married,8386,24214,1,Y,No,22,4,3,80,1,40,2,4,29,13,10,9
41,Yes,Travel_Rarely,351,Research & Development,5,1,Life Sciences,1,175,1,Male,38,2,1,Laboratory Technician,2,Married,14404,24059,5,Y,Yes,15,3,3,80,0,34,2,3,30,18,7,17
36,No,Travel_Rarely,1015,Sales,25,3,Medical,1,176,4,Male,100,1,2,Manager,2,Single,7478,19559,2,Y,No,25,3,2,80,2,8,0,3,3,2,2,0
21,No,Travel_Rarely,1230,Research & Development,23,3,Technical Degree,1,177,3,Male,56,2,1,Research Director,1,Divorced,8943,10661,2,Y,No,18,4,3,80,1,24,2,4,19,15,4,1
43,No,Travel_Rarely,874,Research & Development,7,2,Life Sciences,1,178,4,Male,50,4,2,Research Scientist,4,Divorced,11014,9960,4,Y,No,18,3,1,80,1,14,2,2,7,0,0,2
55,No,Travel_Rarely,742,Human Resources,28,3,Life Sciences,1,179,1,Female,64,4,4,Manager,2,Single,18677,8644,6,Y,No,22,3,3,80,3,40,3,3,28,6,5,17
59,Yes,Non-Travel,428,Sales,19,4,Marketing,1,180,2,Female,65,3,2,Manager,4,Divorced,19495,11694,6,Y,Yes,12,4,4,80,0,24,3,3,7,1,0,5
49,No,Travel_Rarely,991,Research & Development,17,1,Medical,1,181,1,Male,96,3,4,Healthcare Representative,4,Married,19999,20581,9,Y,No,17,4,1,80,0,20,5,3,17,5,2,12
56,No,Travel_Rarely,872,Sales,16,3,Technical Degree,1,182,2,Male,72,4,1,Sales Executive,4,Married,6592,24113,0,Y,Yes,20,3,3,80,1,24,1,4,8,8,7,8
53,Yes,Non-Travel,478,Human Resources,21,3,Life Sciences,1,183,1,Female,37,3,1,Human Resources,2,Single,10946,24394,6,Y,No,15,3,4,80,0,6,2,3,2,2,2,1
57,No,Travel_Rarely,1140,Research & Development,24,2,Medical,1,184,2,Female,65,4,1,Manufacturing Director,3,Married,13648,2526,6,Y,No,19,3,2,80,0,4,2,1,2,1,0,0
54,No,Non-Travel,797,Sales,21,2,Life Sciences,1,185,4,Male,77,3,2,Sales Representative,2,Married,18461,22528,5,Y,No,13,3,2,80,1,10,3,1,7,2,1,1
50,Yes,Travel_Rarely,582,Research & Development,26,3,Life Sciences,1,186,1,Female,75,2,4,Research Director,2,Married,11767,2330,5,Y,Yes,11,3,2,80,1,21,3,3,17,7,7,1
53,No,Travel_Rarely,1141,Research & Development,19,4,Marketing,1,187,3,Male,61,3,1,Research Scientist,3,Married,12088,2400,1,Y,Yes,23,3,2,80,0,24,5,3,11,10,0,7
20,No,Travel_Frequently,676,Research & Development,25,4,Medical,1,188,4,Male,36,3,2,Manufacturing Director,4,Married,18037,24359,2,Y,No,14,3,1,80,2,28,3,3,14,8,7,9
26,No,Travel_Rarely,586,Research & Development,18,3,Marketing,1,189,4,Female,41,3,2,Laboratory Technician,1,Married,12733,14814,2,Y,Yes,17,3,3,80,1,23,0,3,4,3,3,0
25,No,Travel_Rarely,1404,Sales,19,4,Life Sciences,1,190,2,Male,84,2,4,Sales Executive,2,Single,11254,2117,2,Y,No,11,3,3,80,2,24,1,3,8,8,3,7
50,Yes,Travel_Rarely,1458,Sales,28,3,Medical,1,191,4,Male,52,3,1,Manager,2,Divorced,8352,23897,1,Y,Yes,12,3,4,80,2,5,4,2,0,0,0,0
23,No,Travel_Rarely,1041,Research & Development,4,3,Life Sciences,1,192,2,Female,81,3,1,Research Director,4,Married,1062,13595,8,Y,No,24,3,4,80,0,29,3,3,20,17,5,17
58,No,Non-Travel,358,Human Resources,26,3,Other,1,193,2,Female,42,3,1,Human Resources,4,Single,10956,11299,5,Y,No,15,4,4,80,1,40,1,2,39,12,12,7
56,No,Travel_Rarely,1310,Research & Development,1,2,Life Sciences,1,194,4,Male,100,3,2,Research Scientist,1,Single,6380,19158,1,Y,No,19,3,3,80,0,22,0,2,6,2,1,2
21,No,Travel_Rarely,128,Research & Development,27,4,Life Sciences,1,195,4,Male,82,3,2,Research Scientist,2,Married,1471,3609,2,Y,No,24,4,2,80,2,13,3,2,0,0,0,0
30,No,Travel_Rarely,1150,Research & Development,4,3,Life Sciences,1,196,4,Male,92,3,4,Healthcare Representative,4,Divorced,16762,19429,9,Y,No,11,4,3,80,1,20,3,4,1,0,0,0
19,No,Non-Travel,1187,Research & Development,4,3,Medical,1,197,4,Female,100,4,2,Healthcare Representative,2,Married,13550,7501,5,Y,Yes,22,3,2,80,0,24,1,3,13,10,8,8
22,No,Travel_Rarely,334,Research & Development,9,4,Life Sciences,1,198,2,Male,80,3,2,Laboratory Technician,4,Married,12290,2508,3,Y,No,14,3,3,80,2,19,2,2,11,1,0,8
44,No,Travel_Rarely,450,Research & Development,8,1,Technical Degree,1,199,3,Male,87,3,2,Research Scientist,1,Single,19999,6942,6,Y,Yes,22,3,4,80,1,33,2,3,19,10,6,17
49,No,Travel_Rarely,1411,Research & Development,2,3,Life Sciences,1,200,2,Female,56,3,1,Healthcare Representative,3,Married,5369,22989,5,Y,No,24,4,2,80,2,14,5,3,3,0,0,3
38,No,Travel_Rarely,515,Research & Development,29,1,Technical Degree,1,201,3,Male,36,3,2,Healthcare Representative,3,Divorced,12823,7065,5,Y,No,13,3,3,80,0,31,1,3,18,12,12,12
25,Yes,Non-Travel,507,Sales,23,4,Life Sciences,1,202,1,Male,79,4,5,Sales Executive,4,Married,19999,17239,2,Y,Yes,24,3,3,80,2,31,3,3,14,13,0,7
55,No,Travel_Rarely,1295,Sales,6,4,Medical,1,203,2,Male,53,3,3,Sales Executive,2,Single,7229,7079,7,Y,No,15,3,4,80,1,24,3,2,5,4,0,4
25,No,Travel_Rarely,1415,Research & Development,23,3,Technical Degree,1,204,4,Female,54,3,4,Healthcare Representative,2,Married,6154,9744,8,Y,Yes,15,3,2,80,1,14,0,2,9,1,1,4
20,No,Travel_Rarely,1060,Research & Development,11,3,Life Sciences,1,205,4,Male,73,3,3,Research Director,2,Single,19999,23848,5,Y,No,20,3,2,80,1,4,3,3,1,1,1,0
20,Yes,Travel_Rarely,617,Sales,4,3,Other,1,206,3,Male,65,2,1,Sales Representative,3,Married,13990,15058,1,Y,No,12,3,4,80,1,18,1,2,7,4,2,6
39,No,Travel_Rarely,1111,Sales,14,4,Medical,1,207,3,Female,86,2,1,Manager,4,Divorced,8151,12733,0,Y,Yes,15,3,1,80,1,37,3,4,25,6,3,16
23,No,Travel_Rarely,388,Research & Development,21,3,Human Resources,1,208,3,Male,66,3,1,Research Scientist,4,Married,8250,24999,2,Y,No,19,3,3,80,0,25,3,1,7,7,5,6
19,No,Travel_Rarely,408,Sales,22,3,Medical,1,209,3,Male,81,3,2,Manager,1,Single,17180,23935,2,Y,No,15,3,4,80,1,34,0,3,22,17,4,17
40,No,Travel_Rarely,663,Sales,9,5,Life Sciences,1,210,4,Male,92,3,1,Sales Representative,4,Divorced,7556,18927,7,Y,No,25,4,4,80,1,21,1,2,10,6,2,2
19,No,Travel_Rarely,883,Research & Development,2,2,Life Sciences,1,211,1,Male,36,3,2,Research Director,1,Married,12494,13221,4,Y,Yes,21,3,1,80,2,21,4,3,2,0,0,2
55,No,Travel_Frequently,1133,Research & Development,27,2,Life Sciences,1,212,2,Male,89,1,3,Manufacturing Director,3,Married,18942,9422,0,Y,No,20,3,3,80,0,12,2,2,10,10,6,9
34,No,Travel_Rarely,458,Research & Development,25,3,Life Sciences,1,213,4,Male,66,2,4,Healthcare Representative,4,Married,12867,15231,3,Y,No,12,4,2,80,0,11,3,4,9,2,2,0
52,Yes,Non-Travel,682,Sales,26,5,Life Sciences,1,214,4,Male,50,3,3,Sales Executive,1,Married,8758,25106,6,Y,No,17,3,3,80,0,19,2,2,6,2,0,4
51,No,Non-Travel,240,Research & Development,1,3,Life Sciences,1,215,3,Male,75,3,4,Healthcare Representative,1,Married,8646,14802,4,Y,Yes,25,3,3,80,1,17,5,3,0,0,0,0
40,No,Travel_Rarely,1373,Sales,4,1,Medical,1,216,1,Female,50,3,1,Sales Representative,2,Married,9493,17145,9,Y,No,16,3,4,80,0,25,3,3,7,3,1,7
47,Yes,Non-Travel,1308,Research & Development,12,3,Marketing,1,217,4,Female,81,4,1,Research Scientist,4,Married,9920,21429,5,Y,Yes,17,3,3,80,0,9,3,3,0,0,0,0
25,Yes,Non-Travel,524,Research & Development,5,3,Life Sciences,1,218,3,Female,58,3,3,Healthcare Representative,3,Single,16737,21603,9,Y,No,18,3,3,80,1,16,1,3,0,0,0,0
39,No,Non-Travel,498,Research & Development,9,2,Life Sciences,1,219,4,Female,98,3,2,Research Scientist,3,Divorced,17814,25222,3,Y,No,20,4,3,80,0,21,0,3,7,0,0,1
53,Yes,Travel_Rarely,933,Research & Development,22,3,Medical,1,220,3,Male,68,1,1,Laboratory Technician,4,Married,1940,14004,1,Y,No,15,3,1,80,2,22,2,2,4,4,4,3
22,Yes,Travel_Rarely,406,Research & Development,4,5,Life Sciences,1,221,2,Female,56,4,2,Healthcare Representative,4,Single,19253,3631,8,Y,No,12,3,2,80,1,37,2,3,29,18,1,16
30,Yes,Travel_Rarely,1144,Research & Development,16,3,Life Sciences,1,222,1,Male,39,3,2,Manufacturing Director,4,Married,10959,5262,1,Y,No,17,3,2,80,3,9,3,3,6,0,0,6
46,No,Travel_Frequently,327,Sales,2,3,Life Sciences,1,223,3,Female,65,3,2,Manager,3,Divorced,16060,7781,1,Y,No,17,3,4,80,0,31,3,4,17,8,3,10
48,No,Travel_Rarely,1355,Research & Development,16,3,Human Resources,1,224,1,Female,45,4,2,Research Director,1,Divorced,9240,18446,1,Y,No,18,3,3,80,0,27,2,3,9,2,2,8
33,No,Travel_Rarely,952,Sales,16,1,Marketing,1,225,1,Female,65,3,2,Sales Executive,1,Married,13610,20373,0,Y,No,17,3,2,80,0,30,3,2,15,4,4,5
59,Yes,Travel_Rarely,596,Sales,21,4,Life Sciences,1,226,2,Female,63,3,3,Sales Representative,4,Single,15931,9897,2,Y,No,20,4,3,80,1,10,1,3,3,0,0,3
47,No,Travel_Rarely,728,Human Resources,24,3,Medical,1,227,2,Male,66,3,2,Manager,4,Married,3864,10470,5,Y,Yes,17,3,2,80,0,40,1,2,30,18,13,17
33,Yes,Travel_Frequently,1484,Research & Development,24,3,Medical,1,228,2,Male,97,3,1,Research Scientist,4,Single,4998,3550,6,Y,Yes,24,3,2,80,0,9,4,3,9,8,8,8
29,No,Travel_Rarely,1498,Research & Development,22,3,Medical,1,229,1,Male,88,3,1,Laboratory Technician,1,Divorced,14148,3588,0,Y,Yes,23,3,4,80,2,27,3,3,21,9,9,14
34,No,Travel_Frequently,1203,Research & Development,11,3,Marketing,1,230,4,Male,58,3,2,Research Director,1,Single,19999,7154,4,Y,No,19,3,4,80,0,22,3,3,5,2,2,0
33,Yes,Travel_Rarely,428,Research & Development,1,3,Medical,1,231,1,Male,60,3,3,Research Scientist,1,Single,8580,11573,4,Y,No,18,4,1,80,1,11,2,3,0,0,0,0
29,No,Travel_Rarely,1401,Research & Development,15,1,Life Sciences,1,232,2,Female,95,4,3,Healthcare Representative,1,Married,10362,12159,0,Y,Yes,25,3,4,80,1,29,2,1,14,0,0,11
25,Yes,Travel_Rarely,1477,Research & Development,24,4,Life Sciences,1,233,2,Female,32,3,3,Laboratory Technician,3,Married,4487,3844,3,Y,No,12,3,3,80,0,0,1,3,0,0,0,0
37,No,Travel_Frequently,1307,Research & Development,4,5,Medical,1,234,4,Male,98,2,1,Manufacturing Director,4,Divorced,3580,12532,9,Y,Yes,12,3,3,80,1,22,4,2,8,3,2,0
20,No,Travel_Rarely,606,Sales,18,3,Technical Degree,1,235,2,Female,51,3,2,Sales Executive,3,Married,3206,24965,0,Y,No,17,3,3,80,1,8,3,3,2,0,0,1
33,Yes,Travel_Rarely,708,Research & Development,17,5,Medical,1,236,1,Female,82,3,2,Laboratory Technician,3,Single,19999,18651,0,Y,Yes,20,3,2,80,0,28,1,1,12,9,8,11
47,No,Travel_Rarely,708,Sales,7,2,Technical Degree,1,237,1,Female,77,3,2,Sales Executive,3,Single,14181,6406,6,Y,No,25,3,1,80,0,39,4,3,37,11,8,7
40,No,Travel_Rarely,1460,Sales,18,3,Other,1,238,3,Female,76,2,2,Sales Executive,1,Married,18090,21755,6,Y,Yes,21,4,2,80,2,18,2,4,8,0,0,8
45,Yes,Travel_Rarely,1105,Research & Development,13,3,Life Sciences,1,239,3,Male,71,1,2,Research Scientist,4,Single,17056,20499,2,Y,No,23,3,2,80,0,25,4,2,20,9,1,14
57,No,Travel_Rarely,610,Sales,20,3,Marketing,1,240,2,Female,33,2,2,Sales Executive,3,Married,3107,24176,6,Y,Yes,25,3,1,80,1,14,0,3,9,3,2,3
22,No,Travel_Rarely,758,Human Resources,20,3,Medical,1,241,1,Female,71,4,3,Human Resources,1,Married,16410,3490,2,Y,No,20,4,2,80,1,22,0,2,8,2,0,1
37,No,Non-Travel,1373,Human Resources,29,3,Other,1,242,2,Male,72,2,1,Manager,3,Married,3886,2267,1,Y,No,13,3,3,80,0,35,1,4,29,5,2,10
57,No,Travel_Rarely,1418,Human Resources,10,2,Other,1,243,3,Male,71,3,3,Manager,3,Divorced,11001,24699,9,Y,No,11,3,4,80,2,36,1,1,26,18,3,8
18,No,Travel_Rarely,632,Research & Development,1,3,Marketing,1,244,3,Female,32,3,1,Research Director,1,Divorced,1653,13680,3,Y,Yes,19,3,2,80,0,35,4,3,19,4,4,8
47,No,Non-Travel,1263,Sales,2,2,Life Sciences,1,245,1,Male,88,4,1,Sales Representative,2,Divorced,10191,18007,9,Y,No,24,3,2,80,0,21,3,3,4,4,1,3
38,No,Travel_Rarely,1470,Human Resources,17,4,Marketing,1,246,3,Female,40,3,5,Manager,2,Single,19999,13174,2,Y,No,25,3,2,80,1,27,3,2,9,1,0,7
37,No,Travel_Rarely,138,Research & Development,22,2,Life Sciences,1,247,2,Female,64,4,5,Healthcare Representative,2,Single,19999,16866,6,Y,No,24,3,4,80,0,9,4,3,2,2,2,2
23,No,Travel_Rarely,415,Human Resources,29,1,Marketing,1,248,3,Male,79,3,1,Manager,2,Single,4294,4340,0,Y,No,24,3,2,80,1,26,2,2,7,2,0,4
39,No,Travel_Rarely,321,Human Resources,3,3,Technical Degree,1,249,3,Male,92,4,2,Manager,3,Divorced,15199,25223,5,Y,No,13,3,4,80,2,15,5,3,8,5,0,1
35,No,Non-Travel,741,Research & Development,17,3,Life Sciences,1,250,4,Female,99,2,1,Manufacturing Director,3,Divorced,5335,21556,1,Y,No,11,4,3,80,0,31,5,2,21,1,0,13
25,Yes,Travel_Frequently,1268,Sales,12,4,Medical,1,251,2,Male,35,3,2,Sales Executive,3,Divorced,9089,21529,7,Y,No,16,4,4,80,0,28,2,4,26,3,3,2
56,No,Non-Travel,505,Research & Development,24,3,Medical,1,252,3,Male,61,4,3,Healthcare Representative,4,Single,19363,23207,4,Y,Yes,14,3,3,80,0,20,1,4,7,1,1,0
49,No,Travel_Rarely,580,Research & Development,12,3,Medical,1,253,2,Male,40,3,5,Laboratory Technician,3,Divorced,6204,3793,2,Y,No,24,3,2,80,1,8,3,3,0,0,0,0
50,No,Non-Travel,823,Research & Development,20,4,Life Sciences,1,254,2,Male,72,4,3,Laboratory Technician,3,Married,17834,17057,9,Y,Yes,11,4,3,80,0,23,2,3,23,8,2,3
33,Yes,Non-Travel,1038,Sales,10,3,Marketing,1,255,1,Female,68,3,2,Sales Executive,4,Single,19999,25146,6,Y,Yes,14,4,3,80,0,1,4,3,1,0,0,0
29,Yes,Travel_Rarely,925,Research & Development,7,1,Human Resources,1,256,2,Male,42,3,2,Research Scientist,3,Married,10148,21569,1,Y,Yes,18,3,3,80,1,23,1,2,12,9,1,11
55,No,Travel_Rarely,321,Human Resources,10,3,Human Resources,1,257,1,Female,42,3,2,Manager,1,Single,19323,22262,4,Y,Yes,21,3,3,80,0,10,3,3,0,0,0,0
51,No,Travel_Rarely,468,Research & Development,18,4,Life Sciences,1,258,4,Male,68,3,4,Research Director,2,Married,19999,3938,7,Y,No,17,4,1,80,0,6,3,1,6,1,0,1
31,No,Travel_Rarely,1321,Research & Development,22,3,Technical Degree,1,259,3,Male,75,2,4,Research Scientist,4,Married,19999,8491,0,Y,No,25,4,3,80,2,40,1,3,38,18,11,14
53,No,Travel_Rarely,1085,Sales,6,2,Marketing,1,260,1,Female,63,1,2,Sales Representative,4,Married,14686,14979,0,Y,No,22,3,4,80,0,11,2,3,0,0,0,0
50,No,Non-Travel,785,Research & Development,7,2,Life Sciences,1,261,1,Female,96,4,2,Healthcare Representative,4,Married,14572,21729,2,Y,No,11,4,4,80,0,23,1,4,7,6,5,2
40,Yes,Travel_Rarely,1070,Human Resources,28,2,Life Sciences,1,262,2,Male,61,4,2,Human Resources,3,Divorced,16349,18202,2,Y,Yes,20,3,3,80,0,18,2,3,4,0,0,3
19,No,Travel_Rarely,1157,Sales,17,3,Life Sciences,1,263,2,Male,97,2,1,Sales Executive,4,Married,11924,9614,6,Y,Yes,22,4,1,80,2,28,4,3,27,10,9,17
58,No,Travel_Rarely,1120,Research & Development,12,3,Technical Degree,1,264,2,Male,94,3,3,Laboratory Technician,1,Married,17399,12036,5,Y,No,19,3,1,80,0,40,2,4,24,13,0,5
38,No,Travel_Rarely,1179,Research & Development,17,1,Medical,1,265,3,Male,36,3,2,Healthcare Representative,3,Divorced,12180,2986,6,Y,No,16,3,4,80,0,18,4,4,3,2,1,2
19,No,Travel_Rarely,524,Research & Development,18,5,Marketing,1,266,4,Female,32,3,2,Healthcare Representative,4,Divorced,17613,10500,3,Y,No,12,3,4,80,0,3,1,3,0,0,0,0
44,Yes,Travel_Rarely,1105,Research & Development,14,4,Life Sciences,1,267,3,Male,98,3,2,Research Scientist,2,Single,12394,21907,1,Y,No,13,4,4,80,3,19,3,2,12,9,4,6
26,No,Travel_Rarely,335,Research & Development,11,3,Marketing,1,268,3,Male,78,3,3,Healthcare Representative,1,Married,9356,15265,1,Y,No,17,3,3,80,0,6,5,3,5,2,0,3
18,Yes,Travel_Rarely,930,Research & Development,2,4,Life Sciences,1,269,4,Male,87,3,1,Research Scientist,2,Single,4808,25223,9,Y,Yes,13,3,4,80,0,27,2,3,14,7,2,8
28,Yes,Travel_Frequently,844,Sales,21,1,Life Sciences,1,270,1,Female,57,3,4,Sales Executive,4,Single,3262,22122,0,Y,No,23,3,4,80,1,14,5,3,0,0,0,0
20,Yes,Non-Travel,1235,Research & Development,1,3,Medical,1,271,1,Female,56,3,4,Research Scientist,1,Married,3328,23817,8,Y,Yes,13,3,3,80,0,8,3,4,0,0,0,0
40,No,Travel_Rarely,1088,Research & Development,11,3,Life Sciences,1,272,3,Male,51,3,4,Research Director,3,Divorced,19999,19083,6,Y,No,15,3,4,80,1,15,2,4,14,4,0,3
43,Yes,Travel_Rarely,980,Research & Development,2,4,Marketing,1,273,3,Female,100,3,2,Laboratory Technician,1,Single,13785,16766,9,Y,No,13,3,1,80,1,18,5,3,2,2,0,0
21,No,Non-Travel,1225,Human Resources,16,4,Life Sciences,1,274,3,Male,42,3,1,Manager,3,Divorced,9784,22892,2,Y,No,13,3,3,80,0,32,0,2,23,1,1,10
35,Yes,Travel_Rarely,1336,Research & Development,22,2,Medical,1,275,1,Male,51,3,2,Manufacturing Director,4,Divorced,19242,18406,1,Y,No,21,3,4,80,1,8,0,2,0,0,0,0
23,No,Non-Travel,834,Research & Development,3,5,Life Sciences,1,276,4,Female,34,3,2,Laboratory Technician,1,Divorced,6220,20991,2,Y,Yes,15,3,2,80,0,3,3,2,2,2,2,1
52,No,Travel_Rarely,1275,Research & Development,20,2,Medical,1,277,2,Female,51,3,1,Manufacturing Director,1,Single,6363,9137,6,Y,No,24,3,4,80,0,40,4,3,40,18,10,17
39,Yes,Travel_Rarely,776,Research & Development,1,4,Life Sciences,1,278,4,Female,82,3,2,Research Scientist,3,Divorced,3749,19655,4,Y,No,15,3,2,80,1,23,4,3,7,6,6,7
60,No,Non-Travel,756,Research & Development,21,5,Life Sciences,1,279,4,Male,68,3,2,Healthcare Representative,3,Married,13829,14732,2,Y,Yes,22,3,4,80,0,25,1,3,15,2,0,3
32,No,Travel_Rarely,359,Research & Development,20,2,Technical Degree,1,280,2,Male,66,3,4,Laboratory Technician,2,Married,19999,23659,8,Y,No,19,3,4,80,0,17,5,3,1,0,0,0
39,No,Travel_Rarely,1370,Research & Development,8,4,Life Sciences,1,281,4,Female,60,3,1,Manufacturing Director,3,Single,1088,19961,1,Y,No,11,3,4,80,0,20,3,2,11,7,2,6
54,No,Non-Travel,1103,Research & Development,19,1,Marketing,1,282,3,Male,91,3,3,Manufacturing Director,4,Single,19999,21789,6,Y,No,24,3,4,80,2,33,5,3,16,13,8,5
59,No,Travel_Rarely,1275,Research & Development,26,3,Other,1,283,4,Male,35,3,3,Manufacturing Director,2,Married,2837,22763,9,Y,No,11,3,3,80,2,9,2,3,4,0,0,1
